CompetitionID,SessionID,GameID,EndID,RefTeamID,OppTeamID,RefScoreDiffStartOfEnd,RefHasHammerStartOfEnd,RefPPAvailableAtStart,OppPPAvailableBeforeEnd,UsedPP,RefBTAbilityDiff,EndsRemaining
0,5,2,3,10,18,2,1,1,1,0,0.5811750262153903,5
0,5,2,4,18,10,-3,1,1,1,0,-0.5811750262153903,4
0,5,2,5,10,18,2,1,1,1,0,0.5811750262153903,3
0,5,2,6,18,10,-4,1,1,1,1,-0.5811750262153903,2
0,5,2,7,10,18,2,1,1,0,0,0.5811750262153903,1
0,5,3,1,17,24,0,1,1,1,0,-0.4788363735730974,7
0,5,3,2,17,24,-3,1,1,1,0,-0.4788363735730974,6
0,5,3,3,24,17,-2,1,1,1,0,0.4788363735730974,5
0,5,3,4,17,24,0,1,1,1,0,-0.4788363735730974,4
0,5,3,5,24,17,-1,1,1,1,0,0.4788363735730974,3
0,5,3,6,17,24,-1,1,1,1,1,-0.4788363735730974,2
0,5,3,8,24,17,1,1,1,0,1,0.4788363735730974,0
0,6,1,1,24,22,0,1,1,1,0,1.647718526616685,7
0,6,1,2,22,24,-4,1,1,1,0,-1.647718526616685,6
0,6,1,3,22,24,-5,1,1,1,1,-1.647718526616685,5
0,6,1,4,24,22,4,1,1,0,0,1.647718526616685,4
0,6,2,1,43,10,0,1,1,1,0,-1.6794166305937375,7
0,6,2,2,10,43,-1,1,1,1,0,1.6794166305937375,6
0,6,2,3,43,10,-1,1,1,1,0,-1.6794166305937375,5
0,6,2,4,43,10,-3,1,1,1,0,-1.6794166305937375,4
0,6,2,5,10,43,1,1,1,1,0,1.6794166305937375,3
0,6,2,6,43,10,-3,1,1,1,1,-1.6794166305937375,2
0,6,2,7,10,43,2,1,1,0,0,1.6794166305937375,1
0,6,3,1,27,46,0,1,1,1,0,0.27579517728269426,7
0,6,3,2,46,27,-2,1,1,1,0,-0.27579517728269426,6
0,6,3,3,46,27,-3,1,1,1,0,-0.27579517728269426,5
0,6,3,4,27,46,2,1,1,1,0,0.27579517728269426,4
0,6,3,5,46,27,-5,1,1,1,1,-0.27579517728269426,3
0,6,3,6,27,46,2,1,1,0,0,0.27579517728269426,2
0,6,3,7,27,46,0,1,1,0,1,0.27579517728269426,1
0,6,4,1,19,20,0,1,1,1,0,0.14149011722640636,7
0,6,4,2,20,19,-1,1,1,1,0,-0.14149011722640636,6
0,6,4,3,19,20,0,1,1,1,0,0.14149011722640636,5
0,6,4,4,20,19,-1,1,1,1,0,-0.14149011722640636,4
0,6,4,5,19,20,0,1,1,1,0,0.14149011722640636,3
0,6,4,6,19,20,-2,1,1,1,1,0.14149011722640636,2
0,6,4,7,20,19,-1,1,1,0,1,-0.14149011722640636,1
0,7,1,1,17,46,0,1,1,1,0,0.7138037754838946,7
0,7,1,2,46,17,-4,1,1,1,0,-0.7138037754838946,6
0,7,1,3,46,17,-6,1,1,1,1,-0.7138037754838946,5
0,7,1,4,17,46,5,1,1,0,0,0.7138037754838946,4
0,7,1,6,17,46,3,1,1,0,1,0.7138037754838946,2
0,7,2,1,19,18,0,1,1,1,0,0.3724564628180536,7
0,7,2,2,18,19,-2,1,1,1,0,-0.3724564628180536,6
0,7,2,3,19,18,1,1,1,1,0,0.3724564628180536,5
0,7,2,4,18,19,-2,1,1,1,0,-0.3724564628180536,4
0,7,2,5,18,19,-3,1,1,1,1,-0.3724564628180536,3
0,8,1,1,20,43,0,1,1,1,0,1.3292079499699945,7
0,8,1,2,43,20,-2,1,1,1,0,-1.3292079499699945,6
0,8,1,3,20,43,1,1,1,1,0,1.3292079499699945,5
0,8,1,4,43,20,-2,1,1,1,0,-1.3292079499699945,4
0,8,1,5,20,43,0,1,1,1,0,1.3292079499699945,3
0,8,1,6,43,20,-3,1,1,1,1,-1.3292079499699945,2
0,8,1,7,20,43,1,1,1,0,1,1.3292079499699945,1
0,8,2,1,22,27,0,1,1,1,0,-0.730873554842387,7
0,8,2,2,27,22,-1,1,1,1,0,0.730873554842387,6
0,8,2,3,22,27,-1,1,1,1,0,-0.730873554842387,5
0,8,2,4,22,27,-4,1,1,1,1,-0.730873554842387,4
0,8,2,5,27,22,3,1,1,0,0,0.730873554842387,3
0,8,2,7,27,22,3,1,1,0,1,0.730873554842387,1
0,8,3,1,10,19,0,1,1,1,0,0.20871856339733663,7
0,8,3,2,10,19,-1,1,1,1,0,0.20871856339733663,6
0,8,3,3,10,19,-2,1,1,1,0,0.20871856339733663,5
0,8,3,4,19,10,1,1,1,1,0,-0.20871856339733663,4
0,8,3,5,10,19,-4,1,1,1,1,0.20871856339733663,3
0,8,3,6,19,10,3,1,1,0,0,-0.20871856339733663,2
0,8,4,1,24,46,0,1,1,1,0,1.192640149056992,7
0,8,4,2,24,46,-1,1,1,1,0,1.192640149056992,6
0,8,4,3,46,24,-1,1,1,1,0,-1.192640149056992,5
0,8,4,4,46,24,-2,1,1,1,0,-1.192640149056992,4
0,8,4,5,24,46,1,1,1,1,0,1.192640149056992,3
0,8,4,6,46,24,-2,1,1,1,1,-1.192640149056992,2
0,8,4,7,24,46,1,1,1,0,0,1.192640149056992,1
0,9,1,1,24,27,0,1,1,1,0,0.9168449717742978,7
0,9,1,2,27,24,-1,1,1,1,0,-0.9168449717742978,6
0,9,1,3,24,27,0,1,1,1,0,0.9168449717742978,5
0,9,1,4,24,27,-1,1,1,1,0,0.9168449717742978,4
0,9,1,5,27,24,-1,1,1,1,0,-0.9168449717742978,3
0,9,1,6,27,24,-2,1,1,1,1,-0.9168449717742978,2
0,9,1,7,24,27,0,1,1,0,1,0.9168449717742978,1
0,9,2,1,43,17,0,1,1,1,0,-1.6847068711826807,7
0,9,2,2,17,43,-1,1,1,1,0,1.6847068711826807,6
0,9,2,3,43,17,-1,1,1,1,0,-1.6847068711826807,5
0,9,2,4,43,17,-2,1,1,1,0,-1.6847068711826807,4
0,9,2,5,43,17,-3,1,1,1,1,-1.6847068711826807,3
0,9,2,6,17,43,1,1,1,0,1,1.6847068711826807,2
0,9,3,1,18,22,0,1,1,1,0,0.582416886239254,7
0,9,3,2,22,18,-3,1,1,1,0,-0.582416886239254,6
0,9,3,3,22,18,-4,1,1,1,0,-0.582416886239254,5
0,9,3,4,22,18,-7,1,1,1,1,-0.582416886239254,4
0,9,3,7,18,22,7,1,1,0,1,0.582416886239254,1
0,9,4,1,20,10,0,1,1,1,0,-0.350208680623743,7
0,9,4,2,10,20,-1,1,1,1,0,0.350208680623743,6
0,9,4,3,20,10,0,1,1,1,0,-0.350208680623743,5
0,9,4,4,10,20,-1,1,1,1,0,0.350208680623743,4
0,9,4,5,20,10,0,1,1,1,0,-0.350208680623743,3
0,9,4,6,20,10,-1,1,1,1,1,-0.350208680623743,2
0,10,1,1,22,20,0,1,1,1,0,-0.8133832318309012,7
0,10,1,2,22,20,-1,1,1,1,0,-0.8133832318309012,6
0,10,1,3,20,22,-2,1,1,1,0,0.8133832318309012,5
0,10,1,4,22,20,-1,1,1,1,0,-0.8133832318309012,4
0,10,1,5,20,22,-3,1,1,1,0,0.8133832318309012,3
0,10,1,6,22,20,0,1,1,1,1,-0.8133832318309012,2
0,10,1,7,20,22,0,1,1,0,1,0.8133832318309012,1
0,10,2,1,43,27,0,1,1,1,0,-1.2466982729814804,7
0,10,2,2,43,27,-1,1,1,1,0,-1.2466982729814804,6
0,10,2,3,27,43,-1,1,1,1,0,1.2466982729814804,5
0,10,2,4,27,43,-2,1,1,1,0,1.2466982729814804,4
0,10,2,5,27,43,-3,1,1,1,1,1.2466982729814804,3
0,10,2,6,43,27,0,1,1,0,1,-1.2466982729814804,2
0,11,1,1,17,19,0,1,1,1,0,0.21400880398627986,7
0,11,1,2,19,17,-2,1,1,1,0,-0.21400880398627986,6
0,11,1,3,17,19,1,1,1,1,0,0.21400880398627986,5
0,11,1,4,19,17,-2,1,1,1,0,-0.21400880398627986,4
0,11,1,5,17,19,1,1,1,1,0,0.21400880398627986,3
0,11,1,6,19,17,-2,1,1,1,1,-0.21400880398627986,2
0,11,2,1,46,18,0,1,1,1,0,-0.1273385086795612,7
0,11,2,2,18,46,-2,1,1,1,0,0.1273385086795612,6
0,11,2,3,18,46,-3,1,1,1,0,0.1273385086795612,5
0,11,2,4,46,18,2,1,1,1,0,-0.1273385086795612,4
0,11,2,5,46,18,-1,1,1,1,0,-0.1273385086795612,3
0,11,2,6,46,18,-3,1,1,1,1,-0.1273385086795612,2
0,11,2,7,18,46,0,1,1,0,1,0.1273385086795612,1
0,11,3,1,43,24,0,1,1,1,0,-2.163543244755778,7
0,11,3,2,43,24,-3,1,1,1,0,-2.163543244755778,6
0,11,3,3,43,24,-4,1,1,1,0,-2.163543244755778,5
0,11,3,4,24,43,3,1,1,1,0,2.163543244755778,4
0,11,3,5,43,24,-4,1,1,1,1,-2.163543244755778,3
0,11,3,6,24,43,1,1,1,0,0,2.163543244755778,2
0,11,4,1,22,10,0,1,1,1,0,-1.1635919124546443,7
0,11,4,2,10,22,-1,1,1,1,0,1.1635919124546443,6
0,11,4,3,22,10,0,1,1,1,0,-1.1635919124546443,5
0,11,4,4,10,22,-1,1,1,1,0,1.1635919124546443,4
0,11,4,5,22,10,0,1,1,1,0,-1.1635919124546443,3
0,11,4,6,22,10,-1,1,1,1,1,-1.1635919124546443,2
0,11,4,7,10,22,-1,1,1,0,1,1.1635919124546443,1
0,12,1,1,46,10,0,1,1,1,0,-0.7085135348949514,7
0,12,1,2,10,46,-3,1,1,1,0,0.7085135348949514,6
0,12,1,3,10,46,-5,1,1,1,1,0.7085135348949514,5
0,12,1,6,46,10,3,1,1,0,0,-0.7085135348949514,2
0,12,1,8,46,10,1,1,1,0,1,-0.7085135348949514,0
0,12,2,1,19,24,0,1,1,1,0,-0.6928451775593772,7
0,12,2,2,24,19,-2,1,1,1,0,0.6928451775593772,6
0,12,2,3,19,24,1,1,1,1,0,-0.6928451775593772,5
0,12,2,4,19,24,0,1,1,1,0,-0.6928451775593772,4
0,12,2,5,19,24,-1,1,1,1,0,-0.6928451775593772,3
0,12,2,6,24,19,-2,1,1,1,1,0.6928451775593772,2
0,12,2,7,19,24,-3,1,1,0,1,-0.6928451775593772,1
0,12,3,1,18,20,0,1,1,1,0,-0.23096634559164725,7
0,12,3,2,20,18,-3,1,1,1,0,0.23096634559164725,6
0,12,3,3,18,20,2,1,1,1,0,-0.23096634559164725,5
0,12,3,4,18,20,1,1,1,1,0,-0.23096634559164725,4
0,12,3,5,20,18,-2,1,1,1,0,0.23096634559164725,3
0,12,3,6,18,20,1,1,1,1,0,-0.23096634559164725,2
0,12,3,7,20,18,-2,1,1,1,1,0.23096634559164725,1
0,12,3,8,18,20,0,1,1,0,1,-0.23096634559164725,0
0,12,4,1,27,17,0,1,1,1,0,-0.4380085982012004,7
0,12,4,2,27,17,-1,1,1,1,0,-0.4380085982012004,6
0,12,4,3,27,17,-2,1,1,1,0,-0.4380085982012004,5
0,12,4,4,17,27,1,1,1,1,0,0.4380085982012004,4
0,12,4,5,27,17,-2,1,1,1,0,-0.4380085982012004,3
0,12,4,6,27,17,-3,1,1,1,1,-0.4380085982012004,2
0,12,4,7,17,27,2,1,1,0,1,0.4380085982012004,1
0,13,1,1,18,17,0,1,1,1,0,-0.5864652668043335,7
0,13,1,2,18,17,-1,1,1,1,0,-0.5864652668043335,6
0,13,1,3,18,17,-2,1,1,1,0,-0.5864652668043335,5
0,13,1,4,17,18,1,1,1,1,0,0.5864652668043335,4
0,13,1,5,18,17,-2,1,1,1,0,-0.5864652668043335,3
0,13,1,6,17,18,0,1,1,1,1,0.5864652668043335,2
0,13,1,7,18,17,-2,1,1,0,1,-0.5864652668043335,1
0,13,2,1,24,10,0,1,1,1,0,0.4841266141620406,7
0,13,2,2,10,24,-1,1,1,1,0,-0.4841266141620406,6
0,13,2,3,24,10,-1,1,1,1,0,0.4841266141620406,5
0,13,2,4,10,24,0,1,1,1,0,-0.4841266141620406,4
0,13,2,5,10,24,-2,1,1,1,0,-0.4841266141620406,3
0,13,2,6,24,10,0,1,1,1,0,0.4841266141620406,2
0,13,2,7,10,24,-1,1,1,1,1,-0.4841266141620406,1
0,13,2,8,24,10,-2,1,1,0,1,0.4841266141620406,0
0,13,3,1,20,27,0,1,1,1,0,0.08250967698851419,7
0,13,3,2,20,27,-3,1,1,1,0,0.08250967698851419,6
0,13,3,3,27,20,2,1,1,1,0,-0.08250967698851419,5
0,13,3,4,20,27,-3,1,1,1,0,0.08250967698851419,4
0,13,3,5,20,27,-4,1,1,1,1,0.08250967698851419,3
0,13,3,6,27,20,2,1,1,0,0,-0.08250967698851419,2
0,13,3,7,27,20,1,1,1,0,1,-0.08250967698851419,1
0,13,4,1,43,22,0,1,1,1,0,-0.5158247181390933,7
0,13,4,2,22,43,-1,1,1,1,0,0.5158247181390933,6
0,13,4,3,43,22,0,1,1,1,0,-0.5158247181390933,5
0,13,4,4,22,43,-3,1,1,1,0,0.5158247181390933,4
0,13,4,5,22,43,-4,1,1,1,1,0.5158247181390933,3
0,13,4,7,43,22,1,1,1,0,1,-0.5158247181390933,1
0,46,1,1,24,19,0,1,1,1,0,0.6928451775593772,7
0,46,1,2,19,24,-1,1,1,1,0,-0.6928451775593772,6
0,46,1,3,19,24,-2,1,1,1,0,-0.6928451775593772,5
0,46,1,4,19,24,-4,1,1,1,1,-0.6928451775593772,4
0,46,1,7,24,19,5,1,1,0,1,0.6928451775593772,1
0,46,2,1,17,27,0,1,1,1,0,0.4380085982012004,7
0,46,2,2,17,27,-1,1,1,1,0,0.4380085982012004,6
0,46,2,3,27,17,0,1,1,1,0,-0.4380085982012004,5
0,46,2,4,17,27,-2,1,1,1,0,0.4380085982012004,4
0,46,2,5,27,17,1,1,1,1,0,-0.4380085982012004,3
0,46,2,6,17,27,-2,1,1,1,1,0.4380085982012004,2
0,46,2,7,27,17,-1,1,1,0,1,-0.4380085982012004,1
0,48,1,1,27,19,0,1,1,1,0,-0.22399979421492056,7
0,48,1,2,19,27,-1,1,1,1,0,0.22399979421492056,6
0,48,1,3,27,19,-3,1,1,1,0,-0.22399979421492056,5
0,48,1,4,27,19,-6,1,1,1,0,-0.22399979421492056,4
0,48,1,5,27,19,-7,1,1,1,1,-0.22399979421492056,3
0,49,1,1,24,17,0,1,1,1,0,0.4788363735730974,7
0,49,1,2,24,17,-2,1,1,1,0,0.4788363735730974,6
0,49,1,3,17,24,0,1,1,1,0,-0.4788363735730974,5
0,49,1,4,17,24,-1,1,1,1,0,-0.4788363735730974,4
0,49,1,5,17,24,-4,1,1,1,1,-0.4788363735730974,3
0,49,1,6,24,17,3,1,1,0,0,0.4788363735730974,2
0,49,1,8,24,17,2,1,1,0,1,0.4788363735730974,0
22230015,1,1,1,44,36,0,1,1,1,0,0.8911580457519572,7
22230015,1,1,2,36,44,-3,1,1,1,0,-0.8911580457519572,6
22230015,1,1,3,36,44,-4,1,1,1,0,-0.8911580457519572,5
22230015,1,1,4,44,36,2,1,1,1,0,0.8911580457519572,4
22230015,1,1,5,44,36,1,1,1,1,0,0.8911580457519572,3
22230015,1,1,6,36,44,-5,1,1,1,1,-0.8911580457519572,2
22230015,1,1,7,44,36,3,1,1,0,1,0.8911580457519572,1
22230015,1,2,1,46,25,0,1,1,1,0,0.8671572442292033,7
22230015,1,2,2,46,25,-1,1,1,1,0,0.8671572442292033,6
22230015,1,2,3,25,46,0,1,1,1,0,-0.8671572442292033,5
22230015,1,2,4,46,25,-1,1,1,1,0,0.8671572442292033,4
22230015,1,2,5,25,46,0,1,1,1,0,-0.8671572442292033,3
22230015,1,2,6,25,46,-1,1,1,1,0,-0.8671572442292033,2
22230015,1,2,7,46,25,-2,1,1,1,1,0.8671572442292033,1
22230015,1,2,8,25,46,-1,1,1,0,1,-0.8671572442292033,0
22230015,1,3,1,10,14,0,1,1,1,0,0.06889979946146552,7
22230015,1,3,2,14,10,-4,1,1,1,0,-0.06889979946146552,6
22230015,1,3,3,14,10,-5,1,1,1,0,-0.06889979946146552,5
22230015,1,3,4,10,14,4,1,1,1,0,0.06889979946146552,4
22230015,1,3,5,14,10,-5,1,1,1,1,-0.06889979946146552,3
22230015,1,3,6,10,14,3,1,1,0,0,0.06889979946146552,2
22230015,1,4,1,24,22,0,1,1,1,0,1.647718526616685,7
22230015,1,4,2,24,22,-1,1,1,1,0,1.647718526616685,6
22230015,1,4,3,22,24,0,1,1,1,0,-1.647718526616685,5
22230015,1,4,4,24,22,-2,1,1,1,0,1.647718526616685,4
22230015,1,4,5,22,24,-1,1,1,1,0,-1.647718526616685,3
22230015,1,4,6,22,24,-2,1,1,1,1,-1.647718526616685,2
22230015,1,4,7,24,22,1,1,1,0,0,1.647718526616685,1
22230015,1,5,1,11,37,0,1,1,1,0,-1.1242814665995196,7
22230015,1,5,2,37,11,-1,1,1,1,0,1.1242814665995196,6
22230015,1,5,3,11,37,-1,1,1,1,0,-1.1242814665995196,5
22230015,1,5,4,37,11,-3,1,1,1,0,1.1242814665995196,4
22230015,1,5,5,11,37,2,1,1,1,0,-1.1242814665995196,3
22230015,1,5,6,37,11,-3,1,1,1,1,1.1242814665995196,2
22230015,1,5,7,11,37,1,1,1,0,0,-1.1242814665995196,1
22230015,1,5,8,11,37,0,1,1,0,1,-1.1242814665995196,0
22230015,2,1,1,16,15,0,1,1,1,0,1.5962515189283524,7
22230015,2,1,2,15,16,-3,1,1,1,0,-1.5962515189283524,6
22230015,2,1,3,16,15,2,1,1,1,0,1.5962515189283524,5
22230015,2,1,4,15,16,-3,1,1,1,0,-1.5962515189283524,4
22230015,2,1,5,16,15,2,1,1,1,0,1.5962515189283524,3
22230015,2,1,6,15,16,-3,1,1,1,1,-1.5962515189283524,2
22230015,2,1,8,16,15,0,1,1,0,1,1.5962515189283524,0
22230015,2,2,1,34,17,0,1,1,1,0,-2.279635077363662,7
22230015,2,2,2,17,34,-1,1,1,1,0,2.279635077363662,6
22230015,2,2,3,34,17,-1,1,1,1,0,-2.279635077363662,5
22230015,2,2,4,34,17,-2,1,1,1,0,-2.279635077363662,4
22230015,2,2,5,34,17,-4,1,1,1,0,-2.279635077363662,3
22230015,2,2,6,17,34,3,1,1,1,0,2.279635077363662,2
22230015,2,2,7,34,17,-4,1,1,1,1,-2.279635077363662,1
22230015,2,2,8,17,34,2,1,1,0,1,2.279635077363662,0
22230015,2,3,1,18,23,0,1,1,1,0,2.169187813269376,7
22230015,2,3,2,23,18,-2,1,1,1,0,-2.169187813269376,6
22230015,2,3,3,23,18,-4,1,1,1,0,-2.169187813269376,5
22230015,2,3,4,23,18,-7,1,1,1,0,-2.169187813269376,4
22230015,2,3,5,23,18,-10,1,1,1,1,-2.169187813269376,3
22230015,2,3,6,18,23,8,1,1,0,1,2.169187813269376,2
22230015,2,4,1,51,28,0,1,1,1,0,0.19945327026482118,7
22230015,2,4,2,51,28,-2,1,1,1,0,0.19945327026482118,6
22230015,2,4,3,28,51,0,1,1,1,0,-0.19945327026482118,5
22230015,2,4,4,51,28,-2,1,1,1,0,0.19945327026482118,4
22230015,2,4,5,28,51,0,1,1,1,0,-0.19945327026482118,3
22230015,2,4,6,51,28,-1,1,1,1,0,0.19945327026482118,2
22230015,2,4,7,28,51,0,1,1,1,1,-0.19945327026482118,1
22230015,2,5,1,19,20,0,1,1,1,0,0.14149011722640636,7
22230015,2,5,2,19,20,-2,1,1,1,0,0.14149011722640636,6
22230015,2,5,3,19,20,-3,1,1,1,0,0.14149011722640636,5
22230015,2,5,4,20,19,1,1,1,1,0,-0.14149011722640636,4
22230015,2,5,5,20,19,0,1,1,1,0,-0.14149011722640636,3
22230015,2,5,6,19,20,-1,1,1,1,1,0.14149011722640636,2
22230015,2,5,7,20,19,-1,1,1,0,1,-0.14149011722640636,1
22230015,3,1,1,24,46,0,1,1,1,0,1.192640149056992,7
22230015,3,1,2,46,24,-1,1,1,1,0,-1.192640149056992,6
22230015,3,1,3,24,46,-1,1,1,1,0,1.192640149056992,5
22230015,3,1,4,24,46,-3,1,1,1,0,1.192640149056992,4
22230015,3,1,5,24,46,-4,1,1,1,1,1.192640149056992,3
22230015,3,2,1,36,22,0,1,1,1,0,-0.8557032186682195,7
22230015,3,2,2,36,22,-1,1,1,1,0,-0.8557032186682195,6
