CompetitionID,SessionID,GameID,EndID,RefTeamID,OppTeamID,RefScoreDiffStartOfEnd,RefHasHammerStartOfEnd,RefEndDifferential,PPUsedThisEnd,RefPPAvailableBeforeEnd,OppPPAvailableBeforeEnd,EarlyQuit,MaxEndInGame,RefBTAbilityDiff
0,1,2,5,46,20,0,1,-1,0,1,1,0,8,-0.35830485427120845
0,1,2,6,20,46,1,0,-3,-1,1,0,0,8,0.35830485427120845
0,1,2,6,46,20,-1,1,3,1,0,1,0,8,-0.35830485427120845
0,1,2,7,20,46,-2,1,2,1,0,0,0,8,0.35830485427120845
0,1,2,7,46,20,2,0,-2,-1,0,0,0,8,-0.35830485427120845
0,1,2,8,20,46,0,0,1,0,0,0,0,8,0.35830485427120845
0,1,2,8,46,20,0,1,-1,0,0,0,0,8,-0.35830485427120845
0,1,3,1,17,22,0,0,1,0,1,1,0,9,1.1688821530435876
0,1,3,1,22,17,0,1,-1,0,1,1,0,9,-1.1688821530435876
0,1,3,2,17,22,1,0,1,0,1,1,0,9,1.1688821530435876
0,1,3,2,22,17,-1,1,-1,0,1,1,0,9,-1.1688821530435876
0,1,3,3,17,22,2,0,-2,0,1,1,0,9,1.1688821530435876
0,1,3,3,22,17,-2,1,2,0,1,1,0,9,-1.1688821530435876
0,1,3,4,17,22,0,1,1,0,1,1,0,9,1.1688821530435876
0,1,3,4,22,17,0,0,-1,0,1,1,0,9,-1.1688821530435876
0,1,3,5,17,22,1,0,-1,0,1,1,0,9,1.1688821530435876
0,1,3,5,22,17,-1,1,1,0,1,1,0,9,-1.1688821530435876
0,1,3,6,17,22,0,1,2,1,0,1,0,9,1.1688821530435876
0,1,3,6,22,17,0,0,-2,-1,1,0,0,9,-1.1688821530435876
0,1,3,7,17,22,2,0,1,-1,0,0,0,9,1.1688821530435876
0,1,3,7,22,17,-2,1,-1,1,0,0,0,9,-1.1688821530435876
0,1,3,8,17,22,3,0,-3,0,0,0,0,9,1.1688821530435876
0,1,3,8,22,17,-3,1,3,0,0,0,0,9,-1.1688821530435876
0,1,3,9,17,22,0,1,-1,0,0,0,0,9,1.1688821530435876
0,1,3,9,22,17,0,0,1,0,0,0,0,9,-1.1688821530435876
0,1,4,1,18,43,0,0,-1,0,1,1,0,9,1.0982416043783472
0,1,4,1,43,18,0,1,1,0,1,1,0,9,-1.0982416043783472
0,1,4,2,18,43,-1,1,-1,0,1,1,0,9,1.0982416043783472
0,1,4,2,43,18,1,0,1,0,1,1,0,9,-1.0982416043783472
0,1,4,3,18,43,-2,1,-1,0,1,1,0,9,1.0982416043783472
0,1,4,3,43,18,2,0,1,0,1,1,0,9,-1.0982416043783472
0,1,4,4,18,43,-3,1,2,0,1,1,0,9,1.0982416043783472
0,1,4,4,43,18,3,0,-2,0,1,1,0,9,-1.0982416043783472
0,1,4,5,18,43,-1,0,-1,0,1,1,0,9,1.0982416043783472
0,1,4,5,43,18,1,1,1,0,1,1,0,9,-1.0982416043783472
0,1,4,6,18,43,-2,1,3,1,0,1,0,9,1.0982416043783472
0,1,4,6,43,18,2,0,-3,-1,1,0,0,9,-1.0982416043783472
0,1,4,7,18,43,1,0,-2,-1,0,0,0,9,1.0982416043783472
0,1,4,7,43,18,-1,1,2,1,0,0,0,9,-1.0982416043783472
0,1,4,8,18,43,-1,1,1,0,0,0,0,9,1.0982416043783472
0,1,4,8,43,18,1,0,-1,0,0,0,0,9,-1.0982416043783472
0,1,4,9,18,43,0,0,-1,0,0,0,0,9,1.0982416043783472
0,1,4,9,43,18,0,1,1,0,0,0,0,9,-1.0982416043783472
0,2,1,1,43,46,0,1,1,0,1,1,0,8,-0.9709030956987861
0,2,1,1,46,43,0,0,-1,0,1,1,0,8,0.9709030956987861
0,2,1,2,43,46,1,0,-1,0,1,1,0,8,-0.9709030956987861
0,2,1,2,46,43,-1,1,1,0,1,1,0,8,0.9709030956987861
0,2,1,3,43,46,0,1,2,0,1,1,0,8,-0.9709030956987861
0,2,1,3,46,43,0,0,-2,0,1,1,0,8,0.9709030956987861
0,2,1,4,43,46,2,0,0,0,1,1,0,8,-0.9709030956987861
0,2,1,4,46,43,-2,1,0,0,1,1,0,8,0.9709030956987861
0,2,1,5,43,46,2,1,1,0,1,1,0,8,-0.9709030956987861
0,2,1,5,46,43,-2,0,-1,0,1,1,0,8,0.9709030956987861
0,2,1,6,43,46,3,0,-3,-1,1,0,0,8,-0.9709030956987861
0,2,1,6,46,43,-3,1,3,1,0,1,0,8,0.9709030956987861
0,2,1,7,43,46,0,1,2,1,0,0,0,8,-0.9709030956987861
0,2,1,7,46,43,0,0,-2,-1,0,0,0,8,0.9709030956987861
0,2,1,8,43,46,2,0,-1,0,0,0,0,8,-0.9709030956987861
0,2,1,8,46,43,-2,1,1,0,0,0,0,8,0.9709030956987861
0,2,2,1,19,22,0,1,1,0,1,1,0,8,0.9548733490573076
0,2,2,1,22,19,0,0,-1,0,1,1,0,8,-0.9548733490573076
0,2,2,2,19,22,1,0,-1,0,1,1,0,8,0.9548733490573076
0,2,2,2,22,19,-1,1,1,0,1,1,0,8,-0.9548733490573076
0,2,2,3,19,22,0,1,-1,0,1,1,0,8,0.9548733490573076
0,2,2,3,22,19,0,0,1,0,1,1,0,8,-0.9548733490573076
0,2,2,4,19,22,-1,1,1,0,1,1,0,8,0.9548733490573076
0,2,2,4,22,19,1,0,-1,0,1,1,0,8,-0.9548733490573076
0,2,2,5,19,22,0,0,1,0,1,1,0,8,0.9548733490573076
0,2,2,5,22,19,0,1,-1,0,1,1,0,8,-0.9548733490573076
0,2,2,6,19,22,1,0,-2,-1,1,0,0,8,0.9548733490573076
0,2,2,6,22,19,-1,1,2,1,0,1,0,8,-0.9548733490573076
0,2,2,7,19,22,-1,1,2,1,0,0,0,8,0.9548733490573076
0,2,2,7,22,19,1,0,-2,-1,0,0,0,8,-0.9548733490573076
0,2,2,8,19,22,1,0,2,0,0,0,0,8,0.9548733490573076
0,2,2,8,22,19,-1,1,-2,0,0,0,0,8,-0.9548733490573076
0,2,3,1,20,24,0,1,1,0,1,1,0,8,-0.8343352947857836
0,2,3,1,24,20,0,0,-1,0,1,1,0,8,0.8343352947857836
0,2,3,2,20,24,1,0,-4,0,1,1,0,8,-0.8343352947857836
0,2,3,2,24,20,-1,1,4,0,1,1,0,8,0.8343352947857836
0,2,3,3,20,24,-3,1,-1,0,1,1,0,8,-0.8343352947857836
0,2,3,3,24,20,3,0,1,0,1,1,0,8,0.8343352947857836
0,2,3,4,20,24,-4,1,1,0,1,1,0,8,-0.8343352947857836
0,2,3,4,24,20,4,0,-1,0,1,1,0,8,0.8343352947857836
0,2,3,5,20,24,-3,0,1,0,1,1,0,8,-0.8343352947857836
0,2,3,5,24,20,3,1,-1,0,1,1,0,8,0.8343352947857836
0,2,3,6,20,24,-2,0,1,-1,1,0,0,8,-0.8343352947857836
0,2,3,6,24,20,2,1,-1,1,0,1,0,8,0.8343352947857836
0,2,3,7,20,24,-1,0,-1,0,1,0,0,8,-0.8343352947857836
0,2,3,7,24,20,1,1,1,0,0,1,0,8,0.8343352947857836
0,2,3,8,20,24,-2,1,-2,1,0,0,0,8,-0.8343352947857836
0,2,3,8,24,20,2,0,2,-1,0,0,0,8,0.8343352947857836
0,2,4,1,10,27,0,1,1,0,1,1,0,8,0.4327183576122572
0,2,4,1,27,10,0,0,-1,0,1,1,0,8,-0.4327183576122572
0,2,4,2,10,27,1,0,-1,0,1,1,0,8,0.4327183576122572
0,2,4,2,27,10,-1,1,1,0,1,1,0,8,-0.4327183576122572
0,2,4,3,10,27,0,1,-1,0,1,1,0,8,0.4327183576122572
0,2,4,3,27,10,0,0,1,0,1,1,0,8,-0.4327183576122572
0,2,4,4,10,27,-1,1,1,0,1,1,0,8,0.4327183576122572
0,2,4,4,27,10,1,0,-1,0,1,1,0,8,-0.4327183576122572
0,2,4,5,10,27,0,0,-1,0,1,1,0,8,0.4327183576122572
0,2,4,5,27,10,0,1,1,0,1,1,0,8,-0.4327183576122572
0,2,4,6,10,27,-1,1,2,1,0,1,0,8,0.4327183576122572
0,2,4,6,27,10,1,0,-2,-1,1,0,0,8,-0.4327183576122572
0,2,4,7,10,27,1,0,-2,-1,0,0,0,8,0.4327183576122572
0,2,4,7,27,10,-1,1,2,1,0,0,0,8,-0.4327183576122572
0,2,4,8,10,27,-1,1,-1,0,0,0,0,8,0.4327183576122572
0,2,4,8,27,10,1,0,1,0,0,0,0,8,-0.4327183576122572
0,3,1,1,18,24,0,1,1,0,1,1,0,9,-1.065301640377431
0,3,1,1,24,18,0,0,-1,0,1,1,0,9,1.065301640377431
0,3,1,2,18,24,1,0,-3,0,1,1,0,9,-1.065301640377431
0,3,1,2,24,18,-1,1,3,0,1,1,0,9,1.065301640377431
0,3,1,3,18,24,-2,1,2,0,1,1,0,9,-1.065301640377431
0,3,1,3,24,18,2,0,-2,0,1,1,0,9,1.065301640377431
0,3,1,4,18,24,0,0,-1,0,1,1,0,9,-1.065301640377431
0,3,1,4,24,18,0,1,1,0,1,1,0,9,1.065301640377431
0,3,1,5,18,24,-1,1,-1,0,1,1,0,9,-1.065301640377431
0,3,1,5,24,18,1,0,1,0,1,1,0,9,1.065301640377431
0,3,1,6,18,24,-2,1,3,1,0,1,0,9,-1.065301640377431
0,3,1,6,24,18,2,0,-3,-1,1,0,0,9,1.065301640377431
0,3,1,7,18,24,1,0,-2,-1,0,0,0,9,-1.065301640377431
0,3,1,7,24,18,-1,1,2,1,0,0,0,9,1.065301640377431
0,3,1,8,18,24,-1,1,1,0,0,0,0,9,-1.065301640377431
0,3,1,8,24,18,1,0,-1,0,0,0,0,9,1.065301640377431
0,3,1,9,18,24,0,0,-1,0,0,0,0,9,-1.065301640377431
0,3,1,9,24,18,0,1,1,0,0,0,0,9,1.065301640377431
0,3,2,1,17,20,0,0,-1,0,1,1,0,8,0.3554989212126862
0,3,2,1,20,17,0,1,1,0,1,1,0,8,-0.3554989212126862
0,3,2,2,17,20,-1,1,1,0,1,1,0,8,0.3554989212126862
0,3,2,2,20,17,1,0,-1,0,1,1,0,8,-0.3554989212126862
0,3,2,3,17,20,0,0,-2,0,1,1,0,8,0.3554989212126862
0,3,2,3,20,17,0,1,2,0,1,1,0,8,-0.3554989212126862
0,3,2,4,17,20,-2,1,2,0,1,1,0,8,0.3554989212126862
0,3,2,4,20,17,2,0,-2,0,1,1,0,8,-0.3554989212126862
0,3,2,5,17,20,0,0,-3,0,1,1,0,8,0.3554989212126862
0,3,2,5,20,17,0,1,3,0,1,1,0,8,-0.3554989212126862
0,3,2,6,17,20,-3,1,3,1,0,1,0,8,0.3554989212126862
0,3,2,6,20,17,3,0,-3,-1,1,0,0,8,-0.3554989212126862
0,3,2,7,17,20,0,0,3,-1,0,0,0,8,0.3554989212126862
0,3,2,7,20,17,0,1,-3,1,0,0,0,8,-0.3554989212126862
0,3,2,8,17,20,3,0,2,0,0,0,0,8,0.3554989212126862
0,3,2,8,20,17,-3,1,-2,0,0,0,0,8,-0.3554989212126862
0,4,1,1,10,17,0,0,-2,0,1,1,0,8,-0.005290240588943229
0,4,1,1,17,10,0,1,2,0,1,1,0,8,0.005290240588943229
0,4,1,2,10,17,-2,1,4,0,1,1,0,8,-0.005290240588943229
0,4,1,2,17,10,2,0,-4,0,1,1,0,8,0.005290240588943229
0,4,1,3,10,17,2,0,-1,0,1,1,0,8,-0.005290240588943229
0,4,1,3,17,10,-2,1,1,0,1,1,0,8,0.005290240588943229
0,4,1,4,10,17,1,1,1,0,1,1,0,8,-0.005290240588943229
0,4,1,4,17,10,-1,0,-1,0,1,1,0,8,0.005290240588943229
0,4,1,5,10,17,2,0,-2,0,1,1,0,8,-0.005290240588943229
0,4,1,5,17,10,-2,1,2,0,1,1,0,8,0.005290240588943229
0,4,1,6,10,17,0,1,1,0,1,1,0,8,-0.005290240588943229
0,4,1,6,17,10,0,0,-1,0,1,1,0,8,0.005290240588943229
0,4,1,7,10,17,1,0,-1,-1,1,0,0,8,-0.005290240588943229
0,4,1,7,17,10,-1,1,1,1,0,1,0,8,0.005290240588943229
0,4,1,8,10,17,0,1,1,1,0,0,0,8,-0.005290240588943229
0,4,1,8,17,10,0,0,-1,-1,0,0,0,8,0.005290240588943229
0,4,2,1,18,27,0,0,-1,0,1,1,0,8,-0.14845666860313306
0,4,2,1,27,18,0,1,1,0,1,1,0,8,0.14845666860313306
0,4,2,2,18,27,-1,1,3,0,1,1,0,8,-0.14845666860313306
0,4,2,2,27,18,1,0,-3,0,1,1,0,8,0.14845666860313306
0,4,2,3,18,27,2,0,-2,0,1,1,0,8,-0.14845666860313306
0,4,2,3,27,18,-2,1,2,0,1,1,0,8,0.14845666860313306
0,4,2,4,18,27,0,1,3,0,1,1,0,8,-0.14845666860313306
0,4,2,4,27,18,0,0,-3,0,1,1,0,8,0.14845666860313306
0,4,2,5,18,27,3,0,-1,0,1,1,0,8,-0.14845666860313306
0,4,2,5,27,18,-3,1,1,0,1,1,0,8,0.14845666860313306
0,4,2,6,18,27,2,1,1,0,1,1,0,8,-0.14845666860313306
0,4,2,6,27,18,-2,0,-1,0,1,1,0,8,0.14845666860313306
0,4,2,7,18,27,3,0,-3,0,1,1,0,8,-0.14845666860313306
0,4,2,7,27,18,-3,1,3,0,1,1,0,8,0.14845666860313306
0,4,2,8,18,27,0,1,1,0,1,1,0,8,-0.14845666860313306
0,4,2,8,27,18,0,0,-1,0,1,1,0,8,0.14845666860313306
0,4,3,1,19,43,0,1,1,0,1,1,0,8,1.470698067196401
0,4,3,1,43,19,0,0,-1,0,1,1,0,8,-1.470698067196401
0,4,3,2,19,43,1,0,-2,0,1,1,0,8,1.470698067196401
0,4,3,2,43,19,-1,1,2,0,1,1,0,8,-1.470698067196401
0,4,3,3,19,43,-1,1,2,0,1,1,0,8,1.470698067196401
0,4,3,3,43,19,1,0,-2,0,1,1,0,8,-1.470698067196401
0,4,3,4,19,43,1,0,-1,0,1,1,0,8,1.470698067196401
0,4,3,4,43,19,-1,1,1,0,1,1,0,8,-1.470698067196401
0,4,3,5,19,43,0,1,-1,0,1,1,0,8,1.470698067196401
0,4,3,5,43,19,0,0,1,0,1,1,0,8,-1.470698067196401
0,4,3,6,19,43,-1,1,1,1,0,1,0,8,1.470698067196401
0,4,3,6,43,19,1,0,-1,-1,1,0,0,8,-1.470698067196401
0,4,3,7,19,43,0,0,-2,-1,0,0,0,8,1.470698067196401
0,4,3,7,43,19,0,1,2,1,0,0,0,8,-1.470698067196401
0,4,3,8,19,43,-2,1,3,0,0,0,0,8,1.470698067196401
0,4,3,8,43,19,2,0,-3,0,0,0,0,8,-1.470698067196401
0,4,4,1,22,46,0,1,1,0,1,1,0,7,-0.4550783775596928
0,4,4,1,46,22,0,0,-1,0,1,1,0,7,0.4550783775596928
0,4,4,2,22,46,1,0,3,0,1,1,0,7,-0.4550783775596928
0,4,4,2,46,22,-1,1,-3,0,1,1,0,7,0.4550783775596928
0,4,4,3,22,46,4,0,1,0,1,1,0,7,-0.4550783775596928
0,4,4,3,46,22,-4,1,-1,0,1,1,0,7,0.4550783775596928
0,4,4,4,22,46,5,0,-1,-1,1,0,0,7,-0.4550783775596928
0,4,4,4,46,22,-5,1,1,1,0,1,0,7,0.4550783775596928
0,4,4,5,22,46,4,1,1,0,1,0,0,7,-0.4550783775596928
0,4,4,5,46,22,-4,0,-1,0,0,1,0,7,0.4550783775596928
0,4,4,6,22,46,5,0,-1,0,1,0,0,7,-0.4550783775596928
0,4,4,6,46,22,-5,1,1,0,0,1,0,7,0.4550783775596928
0,4,4,7,22,46,4,1,2,0,1,0,1,7,-0.4550783775596928
0,4,4,7,46,22,-4,0,-2,0,0,1,1,7,0.4550783775596928
0,5,1,1,19,46,0,1,1,0,1,1,0,8,0.4997949714976148
0,5,1,1,46,19,0,0,-1,0,1,1,0,8,-0.4997949714976148
0,5,1,2,19,46,1,0,-1,0,1,1,0,8,0.4997949714976148
0,5,1,2,46,19,-1,1,1,0,1,1,0,8,-0.4997949714976148
0,5,1,3,19,46,0,1,1,0,1,1,0,8,0.4997949714976148
0,5,1,3,46,19,0,0,-1,0,1,1,0,8,-0.4997949714976148
0,5,1,4,19,46,1,0,1,0,1,1,0,8,0.4997949714976148
0,5,1,4,46,19,-1,1,-1,0,1,1,0,8,-0.4997949714976148
0,5,1,5,19,46,2,0,1,0,1,1,0,8,0.4997949714976148
0,5,1,5,46,19,-2,1,-1,0,1,1,0,8,-0.4997949714976148
0,5,1,6,19,46,3,0,-3,-1,1,0,0,8,0.4997949714976148
0,5,1,6,46,19,-3,1,3,1,0,1,0,8,-0.4997949714976148
0,5,1,7,19,46,0,1,3,1,0,0,0,8,0.4997949714976148
0,5,1,7,46,19,0,0,-3,-1,0,0,0,8,-0.4997949714976148
0,5,1,8,19,46,3,0,-2,0,0,0,0,8,0.4997949714976148
0,5,1,8,46,19,-3,1,2,0,0,0,0,8,-0.4997949714976148
0,5,2,1,10,18,0,0,3,0,1,1,0,8,0.5811750262153903
0,5,2,1,18,10,0,1,-3,0,1,1,0,8,-0.5811750262153903
0,5,2,2,10,18,3,0,-1,0,1,1,0,8,0.5811750262153903
0,5,2,2,18,10,-3,1,1,0,1,1,0,8,-0.5811750262153903
0,5,2,3,10,18,2,1,1,0,1,1,0,8,0.5811750262153903
0,5,2,3,18,10,-2,0,-1,0,1,1,0,8,-0.5811750262153903
0,5,2,4,10,18,3,0,-1,0,1,1,0,8,0.5811750262153903
0,5,2,4,18,10,-3,1,1,0,1,1,0,8,-0.5811750262153903
0,5,2,5,10,18,2,1,2,0,1,1,0,8,0.5811750262153903
0,5,2,5,18,10,-2,0,-2,0,1,1,0,8,-0.5811750262153903
0,5,2,6,10,18,4,0,-2,-1,1,0,0,8,0.5811750262153903
0,5,2,6,18,10,-4,1,2,1,0,1,0,8,-0.5811750262153903
0,5,2,7,10,18,2,1,1,0,1,0,0,8,0.5811750262153903
0,5,2,7,18,10,-2,0,-1,0,0,1,0,8,-0.5811750262153903
0,5,2,8,10,18,3,0,-1,0,1,0,0,8,0.5811750262153903
0,5,2,8,18,10,-3,1,1,0,0,1,0,8,-0.5811750262153903
0,5,3,1,17,24,0,1,-3,0,1,1,0,8,-0.4788363735730974
0,5,3,1,24,17,0,0,3,0,1,1,0,8,0.4788363735730974
0,5,3,2,17,24,-3,1,5,0,1,1,0,8,-0.4788363735730974
0,5,3,2,24,17,3,0,-5,0,1,1,0,8,0.4788363735730974
0,5,3,3,17,24,2,0,-2,0,1,1,0,8,-0.4788363735730974
0,5,3,3,24,17,-2,1,2,0,1,1,0,8,0.4788363735730974
0,5,3,4,17,24,0,1,1,0,1,1,0,8,-0.4788363735730974
0,5,3,4,24,17,0,0,-1,0,1,1,0,8,0.4788363735730974
0,5,3,5,17,24,1,0,-2,0,1,1,0,8,-0.4788363735730974
0,5,3,5,24,17,-1,1,2,0,1,1,0,8,0.4788363735730974
0,5,3,6,17,24,-1,1,-2,1,0,1,0,8,-0.4788363735730974
0,5,3,6,24,17,1,0,2,-1,1,0,0,8,0.4788363735730974
0,5,3,7,17,24,-3,1,2,0,0,1,0,8,-0.4788363735730974
0,5,3,7,24,17,3,0,-2,0,1,0,0,8,0.4788363735730974
0,5,3,8,17,24,-1,0,-2,-1,0,0,0,8,-0.4788363735730974
0,5,3,8,24,17,1,1,2,1,0,0,0,8,0.4788363735730974
0,6,1,1,22,24,0,0,-4,0,1,1,0,6,-1.647718526616685
0,6,1,1,24,22,0,1,4,0,1,1,0,6,1.647718526616685
0,6,1,2,22,24,-4,1,-1,0,1,1,0,6,-1.647718526616685
0,6,1,2,24,22,4,0,1,0,1,1,0,6,1.647718526616685
0,6,1,3,22,24,-5,1,1,1,0,1,0,6,-1.647718526616685
0,6,1,3,24,22,5,0,-1,-1,1,0,0,6,1.647718526616685
0,6,1,4,22,24,-4,0,-4,0,0,1,0,6,-1.647718526616685
0,6,1,4,24,22,4,1,4,0,1,0,0,6,1.647718526616685
0,6,1,5,22,24,-8,1,-1,0,0,1,0,6,-1.647718526616685
0,6,1,5,24,22,8,0,1,0,1,0,0,6,1.647718526616685
0,6,1,6,22,24,-9,1,1,0,0,1,1,6,-1.647718526616685
0,6,1,6,24,22,9,0,-1,0,1,0,1,6,1.647718526616685
0,6,2,1,10,43,0,0,-1,0,1,1,0,8,1.6794166305937375
0,6,2,1,43,10,0,1,1,0,1,1,0,8,-1.6794166305937375
0,6,2,2,10,43,-1,1,2,0,1,1,0,8,1.6794166305937375
0,6,2,2,43,10,1,0,-2,0,1,1,0,8,-1.6794166305937375
0,6,2,3,10,43,1,0,2,0,1,1,0,8,1.6794166305937375
0,6,2,3,43,10,-1,1,-2,0,1,1,0,8,-1.6794166305937375
0,6,2,4,10,43,3,0,-2,0,1,1,0,8,1.6794166305937375
0,6,2,4,43,10,-3,1,2,0,1,1,0,8,-1.6794166305937375
0,6,2,5,10,43,1,1,2,0,1,1,0,8,1.6794166305937375
0,6,2,5,43,10,-1,0,-2,0,1,1,0,8,-1.6794166305937375
0,6,2,6,10,43,3,0,-1,-1,1,0,0,8,1.6794166305937375
0,6,2,6,43,10,-3,1,1,1,0,1,0,8,-1.6794166305937375
0,6,2,7,10,43,2,1,2,0,1,0,0,8,1.6794166305937375
0,6,2,7,43,10,-2,0,-2,0,0,1,0,8,-1.6794166305937375
0,6,2,8,10,43,4,0,-2,0,1,0,0,8,1.6794166305937375
0,6,2,8,43,10,-4,1,2,0,0,1,0,8,-1.6794166305937375
0,6,3,1,27,46,0,1,2,0,1,1,0,9,0.27579517728269426
0,6,3,1,46,27,0,0,-2,0,1,1,0,9,-0.27579517728269426
0,6,3,2,27,46,2,0,1,0,1,1,0,9,0.27579517728269426
0,6,3,2,46,27,-2,1,-1,0,1,1,0,9,-0.27579517728269426
0,6,3,3,27,46,3,0,-1,0,1,1,0,9,0.27579517728269426
0,6,3,3,46,27,-3,1,1,0,1,1,0,9,-0.27579517728269426
0,6,3,4,27,46,2,1,3,0,1,1,0,9,0.27579517728269426
0,6,3,4,46,27,-2,0,-3,0,1,1,0,9,-0.27579517728269426
0,6,3,5,27,46,5,0,-3,-1,1,0,0,9,0.27579517728269426
0,6,3,5,46,27,-5,1,3,1,0,1,0,9,-0.27579517728269426
0,6,3,6,27,46,2,1,-2,0,1,0,0,9,0.27579517728269426
0,6,3,6,46,27,-2,0,2,0,0,1,0,9,-0.27579517728269426
0,6,3,7,27,46,0,1,2,1,0,0,0,9,0.27579517728269426
0,6,3,7,46,27,0,0,-2,-1,0,0,0,9,-0.27579517728269426
0,6,3,8,27,46,2,0,-2,0,0,0,0,9,0.27579517728269426
0,6,3,8,46,27,-2,1,2,0,0,0,0,9,-0.27579517728269426
0,6,3,9,27,46,0,1,1,0,0,0,0,9,0.27579517728269426
0,6,3,9,46,27,0,0,-1,0,0,0,0,9,-0.27579517728269426
0,6,4,1,19,20,0,1,1,0,1,1,0,9,0.14149011722640636
0,6,4,1,20,19,0,0,-1,0,1,1,0,9,-0.14149011722640636
0,6,4,2,19,20,1,0,-1,0,1,1,0,9,0.14149011722640636
0,6,4,2,20,19,-1,1,1,0,1,1,0,9,-0.14149011722640636
0,6,4,3,19,20,0,1,1,0,1,1,0,9,0.14149011722640636
0,6,4,3,20,19,0,0,-1,0,1,1,0,9,-0.14149011722640636
0,6,4,4,19,20,1,0,-1,0,1,1,0,9,0.14149011722640636
0,6,4,4,20,19,-1,1,1,0,1,1,0,9,-0.14149011722640636
0,6,4,5,19,20,0,1,-2,0,1,1,0,9,0.14149011722640636
0,6,4,5,20,19,0,0,2,0,1,1,0,9,-0.14149011722640636
0,6,4,6,19,20,-2,1,3,1,0,1,0,9,0.14149011722640636
0,6,4,6,20,19,2,0,-3,-1,1,0,0,9,-0.14149011722640636
0,6,4,7,19,20,1,0,-3,-1,0,0,0,9,0.14149011722640636
0,6,4,7,20,19,-1,1,3,1,0,0,0,9,-0.14149011722640636
0,6,4,8,19,20,-2,1,2,0,0,0,0,9,0.14149011722640636
0,6,4,8,20,19,2,0,-2,0,0,0,0,9,-0.14149011722640636
0,6,4,9,19,20,0,0,-1,0,0,0,0,9,0.14149011722640636
0,6,4,9,20,19,0,1,1,0,0,0,0,9,-0.14149011722640636
0,7,1,1,17,46,0,1,4,0,1,1,0,6,0.7138037754838946
0,7,1,1,46,17,0,0,-4,0,1,1,0,6,-0.7138037754838946
0,7,1,2,17,46,4,0,2,0,1,1,0,6,0.7138037754838946
0,7,1,2,46,17,-4,1,-2,0,1,1,0,6,-0.7138037754838946
0,7,1,3,17,46,6,0,-1,-1,1,0,0,6,0.7138037754838946
0,7,1,3,46,17,-6,1,1,1,0,1,0,6,-0.7138037754838946
0,7,1,4,17,46,5,1,1,0,1,0,0,6,0.7138037754838946
0,7,1,4,46,17,-5,0,-1,0,0,1,0,6,-0.7138037754838946
0,7,1,5,17,46,6,0,-3,0,1,0,0,6,0.7138037754838946
0,7,1,5,46,17,-6,1,3,0,0,1,0,6,-0.7138037754838946
0,7,1,6,17,46,3,1,3,1,0,0,1,6,0.7138037754838946
0,7,1,6,46,17,-3,0,-3,-1,0,0,1,6,-0.7138037754838946
0,7,2,1,18,19,0,0,-2,0,1,1,0,7,-0.3724564628180536
0,7,2,1,19,18,0,1,2,0,1,1,0,7,0.3724564628180536
0,7,2,2,18,19,-2,1,1,0,1,1,0,7,-0.3724564628180536
0,7,2,2,19,18,2,0,-1,0,1,1,0,7,0.3724564628180536
0,7,2,3,18,19,-1,0,-1,0,1,1,0,7,-0.3724564628180536
